나이,회사와의마찰,출장,일당,부서,거리,학력,전공,사번,만족도,성별,시급,참여프로젝트,근속연차,직급,직업만족도,결혼여부,월급,이직회수,성인여부,야근,업무평가,주변평가,근무기준시간,스톡옵션레벨,경력,전년도교육출장횟수,워라밸,현회사근속년수
30,Yes,1~29회,740,영업,1,3,사회과학계열,1562,2,Male,64,2,2,영업직,1,Married,9714,1,Y,No,보통,4,80,1,10,4,3,10
38,No,30회 이상,888,사무직,10,4,인문학,1563,3,Male,71,3,2,인사사원,3,Married,6077,3,Y,No,보통,3,80,0,10,2,3,6
35,No,1~29회,992,R&D,1,3,자연과학계열,1564,4,Male,68,2,1,엔지니어,1,Single,2450,1,Y,No,보통,2,80,0,3,3,3,3
30,No,1~29회,1288,영업,29,4,공학계열,1568,3,Male,33,3,3,영업직,2,Married,9250,3,Y,No,보통,2,80,1,9,3,3,4
35,Yes,1~29회,104,R&D,2,3,사회과학계열,1569,1,Female,69,3,1,엔지니어,1,Divorced,2074,1,Y,Yes,보통,4,80,1,1,2,3,1
53,Yes,1~29회,607,R&D,2,5,공학계열,1572,3,Female,78,2,3,제조 책임자,4,Married,10169,0,Y,No,보통,2,80,1,34,4,3,33
38,Yes,1~29회,903,R&D,2,3,자연과학계열,1573,3,Male,81,3,2,제조 책임자,2,Married,4855,4,Y,No,보통,1,80,2,7,2,3,5
32,No,0회,1200,R&D,1,4,공학계열,1574,4,Male,62,3,2,연구직,1,Married,4087,4,Y,No,보통,2,80,1,9,3,2,6
48,No,1~29회,1108,R&D,15,4,기타,1576,3,Female,65,3,1,연구직,1,Married,2367,8,Y,No,보통,4,80,1,10,3,2,8
34,No,1~29회,479,R&D,7,4,자연과학계열,1577,1,Male,35,3,1,연구직,4,Single,2972,1,Y,No,보통,3,80,0,1,4,1,1
55,No,1~29회,685,영업,26,5,상경계열,1578,3,Male,60,2,5,인사관리자,4,Married,19586,1,Y,No,좋다,3,80,1,36,3,3,36
34,No,1~29회,1351,R&D,1,4,사회과학계열,1580,2,Male,45,3,2,연구직,4,Married,5484,9,Y,No,보통,2,80,1,9,3,2,2
26,No,1~29회,474,R&D,3,3,사회과학계열,1581,1,Female,89,3,1,연구직,4,Married,2061,1,Y,No,좋다,1,80,0,1,5,3,1
38,No,1~29회,1245,영업,14,3,사회과학계열,1582,3,Male,80,3,2,영업직,2,Married,9924,0,Y,No,보통,4,80,1,10,3,3,9
38,No,1~29회,437,영업,16,3,사회과학계열,1583,2,Female,90,3,2,영업직,2,Single,4198,2,Y,No,보통,2,80,0,8,5,4,3
36,No,1~29회,884,영업,1,4,사회과학계열,1585,2,Female,73,3,2,영업직,3,Single,6815,6,Y,No,보통,1,80,0,15,5,3,1
29,No,1~29회,1370,R&D,3,1,자연과학계열,1586,2,Male,87,3,1,엔지니어,1,Single,4723,1,Y,Yes,보통,4,80,0,10,3,3,10
35,No,1~29회,670,R&D,10,4,자연과학계열,1587,1,Female,51,3,2,연구직 관리자,3,Single,6142,3,Y,Yes,보통,3,80,0,10,4,3,5
39,No,1~29회,1462,영업,6,3,자연과학계열,1588,4,Male,38,4,3,영업직,3,Married,8237,2,Y,No,보통,1,80,1,11,3,3,7
29,No,30회 이상,995,R&D,2,1,사회과학계열,1590,1,Male,87,3,2,연구직 관리자,4,Divorced,8853,1,Y,No,보통,4,80,1,6,0,4,6
50,No,1~29회,264,영업,9,3,상경계열,1591,3,Male,59,3,5,인사관리자,3,Married,19331,4,Y,Yes,보통,3,80,1,27,2,3,1
23,No,1~29회,977,R&D,10,3,공학계열,1592,4,Male,45,4,1,연구직,3,Married,2073,2,Y,No,보통,4,80,1,4,2,3,2
36,No,30회 이상,1302,R&D,6,4,사회과학계열,1594,1,Male,80,4,2,엔지니어,1,Married,5562,3,Y,Yes,보통,4,80,1,9,3,3,3
42,No,1~29회,1059,R&D,9,2,기타,1595,4,Male,93,2,5,인사관리자,4,Single,19613,8,Y,No,좋다,4,80,0,24,2,3,1
35,No,1~29회,750,R&D,28,3,사회과학계열,1596,2,Male,46,4,2,엔지니어,3,Married,3407,1,Y,No,보통,4,80,2,10,3,2,10
34,No,30회 이상,653,R&D,10,4,공학계열,1597,4,Male,92,2,2,연구직 관리자,3,Married,5063,1,Y,No,보통,2,80,1,8,3,2,8
40,No,1~29회,118,영업,14,2,사회과학계열,1598,4,Female,84,3,2,영업직,1,Married,4639,1,Y,No,보통,3,80,1,5,2,3,5
43,No,1~29회,990,R&D,27,3,공학계열,1599,4,Male,87,4,1,엔지니어,2,Divorced,4876,5,Y,No,보통,3,80,1,8,0,3,6
35,No,1~29회,1349,R&D,7,2,사회과학계열,1601,3,Male,63,2,1,엔지니어,4,Married,2690,1,Y,No,보통,4,80,1,1,5,2,1
46,No,1~29회,563,영업,1,4,사회과학계열,1602,4,Male,56,4,4,인사관리자,1,Single,17567,1,Y,No,보통,2,80,0,27,5,1,26
28,Yes,1~29회,329,R&D,24,3,자연과학계열,1604,3,Male,51,3,1,엔지니어,2,Married,2408,1,Y,Yes,보통,3,80,3,1,3,3,1
22,No,0회,457,R&D,26,2,기타,1605,2,Female,85,2,1,연구직,3,Married,2814,1,Y,Yes,보통,2,80,0,4,2,2,4
50,No,30회 이상,1234,R&D,20,5,자연과학계열,1606,2,Male,41,3,4,연구직 관리자,3,Married,11245,2,Y,Yes,보통,3,80,1,32,3,3,30
32,No,1~29회,634,R&D,5,4,기타,1607,2,Female,35,4,1,연구직,4,Married,3312,3,Y,No,보통,4,80,2,6,3,3,3
44,No,1~29회,1313,R&D,7,3,자연과학계열,1608,2,Female,31,3,5,연구 관리자,4,Divorced,19049,0,Y,Yes,보통,4,80,1,23,4,2,22
30,No,1~29회,241,R&D,7,3,자연과학계열,1609,2,Male,48,2,1,연구직,2,Married,2141,1,Y,No,보통,2,80,1,6,3,2,6
45,No,1~29회,1015,R&D,5,5,자연과학계열,1611,3,Female,50,1,2,엔지니어,1,Single,5769,1,Y,Yes,보통,1,80,0,10,3,3,10
45,No,0회,336,영업,26,3,상경계열,1612,1,Male,52,2,2,영업직,1,Married,4385,1,Y,No,보통,1,80,1,10,2,3,10
31,No,30회 이상,715,영업,2,4,기타,1613,4,Male,54,3,2,영업직,1,Single,5332,7,Y,No,보통,4,80,0,10,3,3,5
36,No,1~29회,559,R&D,12,4,사회과학계열,1614,3,Female,76,3,2,제조 책임자,3,Married,4663,9,Y,Yes,보통,2,80,2,7,2,3,3
34,No,30회 이상,426,R&D,10,4,사회과학계열,1615,3,Male,42,4,2,제조 책임자,4,Divorced,4724,1,Y,No,보통,1,80,1,9,3,3,9
49,No,1~29회,722,R&D,25,4,사회과학계열,1617,3,Female,84,3,1,엔지니어,1,Married,3211,1,Y,No,보통,4,80,1,10,3,2,9
39,No,1~29회,1387,R&D,10,5,자연과학계열,1618,2,Male,76,3,2,제조 책임자,1,Married,5377,2,Y,No,보통,4,80,3,10,3,3,7
27,No,1~29회,1302,R&D,19,3,기타,1619,4,Male,67,2,1,엔지니어,1,Divorced,4066,1,Y,No,보통,1,80,2,7,3,3,7
35,No,1~29회,819,R&D,18,5,사회과학계열,1621,2,Male,48,4,2,연구직,1,Married,5208,1,Y,No,보통,4,80,0,16,2,3,16
28,No,1~29회,580,R&D,27,3,자연과학계열,1622,2,Female,39,1,2,제조 책임자,1,Divorced,4877,0,Y,No,좋다,2,80,1,6,5,2,5
21,No,1~29회,546,R&D,5,1,자연과학계열,1623,3,Male,97,3,1,연구직,4,Single,3117,1,Y,No,보통,3,80,0,3,2,3,2
18,Yes,30회 이상,544,영업,3,2,자연과학계열,1624,2,Female,70,3,1,영업 담당자,4,Single,1569,1,Y,Yes,보통,3,80,0,0,2,4,0
47,No,1~29회,1176,사무직,26,4,사회과학계열,1625,4,Female,98,3,5,인사관리자,3,Married,19658,3,Y,No,보통,3,80,1,27,2,3,5
39,No,1~29회,170,R&D,3,2,자연과학계열,1627,3,Male,76,2,2,엔지니어,3,Divorced,3069,0,Y,No,보통,4,80,1,11,3,3,10
40,No,1~29회,884,R&D,15,3,사회과학계열,1628,1,Female,80,2,3,제조 책임자,3,Married,10435,1,Y,No,보통,4,80,2,18,2,3,18
35,No,0회,208,R&D,8,4,사회과학계열,1630,3,Female,52,3,2,연구직 관리자,3,Married,4148,1,Y,No,보통,4,80,1,15,5,3,14
37,No,1~29회,671,R&D,19,3,사회과학계열,1631,3,Male,85,3,2,제조 책임자,3,Married,5768,3,Y,No,보통,1,80,3,9,2,2,4
39,No,30회 이상,711,R&D,4,3,자연과학계열,1633,1,Female,81,3,2,제조 책임자,3,Single,5042,0,Y,No,보통,4,80,0,10,2,1,9
45,No,1~29회,1329,R&D,2,2,기타,1635,4,Female,59,2,2,제조 책임자,4,Divorced,5770,1,Y,No,보통,1,80,2,10,3,3,10
38,No,1~29회,397,R&D,2,2,자연과학계열,1638,4,Female,54,2,3,제조 책임자,3,Married,7756,3,Y,Yes,보통,4,80,1,10,6,4,5
35,Yes,1~29회,737,영업,10,3,자연과학계열,1639,4,Male,55,2,3,영업직,1,Married,10306,9,Y,No,보통,3,80,0,15,3,3,13
37,No,1~29회,1470,R&D,10,3,자연과학계열,1640,2,Female,71,3,1,연구직,2,Married,3936,1,Y,No,보통,1,80,1,8,2,1,8
40,No,1~29회,448,R&D,16,3,사회과학계열,1641,3,Female,84,3,3,제조 책임자,4,Single,7945,6,Y,Yes,보통,4,80,0,18,2,2,4
44,No,30회 이상,602,사무직,1,5,인문학,1642,1,Male,37,3,2,인사사원,4,Married,5743,4,Y,Yes,보통,3,80,0,14,3,3,10
48,No,30회 이상,365,R&D,4,5,자연과학계열,1644,3,Male,89,2,4,인사관리자,4,Married,15202,2,Y,No,좋다,2,80,1,23,3,3,2
35,Yes,1~29회,763,영업,15,2,자연과학계열,1645,1,Male,59,1,2,영업직,4,Divorced,5440,6,Y,Yes,보통,4,80,2,7,2,2,2
24,No,30회 이상,567,R&D,2,1,공학계열,1646,1,Female,32,3,1,연구직,4,Single,3760,1,Y,Yes,보통,3,80,0,6,2,3,6
27,No,1~29회,486,R&D,8,3,자연과학계열,1647,2,Female,86,4,1,연구직,3,Married,3517,7,Y,No,보통,1,80,0,5,0,3,3
27,No,30회 이상,591,R&D,2,3,자연과학계열,1648,4,Male,87,3,1,연구직,4,Single,2580,2,Y,No,보통,3,80,0,6,0,2,4
40,Yes,1~29회,1329,R&D,7,3,사회과학계열,1649,1,Male,73,3,1,엔지니어,1,Single,2166,3,Y,Yes,보통,2,80,0,10,3,1,4
29,No,1~29회,469,영업,10,3,자연과학계열,1650,3,Male,42,2,2,영업직,3,Single,5869,9,Y,No,보통,3,80,0,8,2,3,5
36,No,1~29회,711,R&D,5,4,사회과학계열,1651,2,Female,42,3,3,연구직 관리자,1,Married,8008,4,Y,No,보통,3,80,2,9,6,3,3
25,No,30회 이상,772,R&D,2,1,사회과학계열,1653,4,Male,77,4,2,제조 책임자,3,Divorced,5206,1,Y,No,보통,3,80,2,7,6,3,7
39,No,1~29회,492,R&D,12,3,자연과학계열,1654,4,Male,66,3,2,제조 책임자,2,Married,5295,4,Y,No,좋다,3,80,0,7,3,3,5
49,No,1~29회,301,R&D,22,4,기타,1655,1,Female,72,3,4,연구 관리자,2,Married,16413,3,Y,No,보통,2,80,2,27,2,3,4
50,No,1~29회,813,R&D,17,5,사회과학계열,1656,4,Female,50,2,3,연구 관리자,1,Divorced,13269,5,Y,No,보통,3,80,3,19,3,3,14
20,No,1~29회,1141,영업,2,3,자연과학계열,1657,3,Female,31,3,1,영업 담당자,3,Single,2783,1,Y,No,보통,1,80,0,2,3,3,2
34,No,1~29회,1130,R&D,3,3,사회과학계열,1658,4,Female,66,3,2,연구직,2,Divorced,5433,1,Y,No,보통,3,80,1,11,2,3,11
36,No,1~29회,311,R&D,7,3,사회과학계열,1659,1,Male,77,3,1,엔지니어,2,Single,2013,2,Y,No,보통,3,80,0,15,4,3,4
49,No,1~29회,465,R&D,6,1,사회과학계열,1661,3,Female,41,2,4,연구직 관리자,3,Married,13966,2,Y,Yes,보통,2,80,1,30,3,3,15
36,No,0회,894,R&D,1,4,자연과학계열,1662,4,Female,33,2,2,제조 책임자,3,Married,4374,0,Y,No,보통,3,80,0,4,6,3,3
36,No,1~29회,1040,R&D,3,2,사회과학계열,1664,4,Male,79,4,2,연구직 관리자,1,Divorced,6842,6,Y,No,좋다,1,80,1,13,3,3,5
54,No,1~29회,584,R&D,22,5,자연과학계열,1665,2,Female,91,3,4,인사관리자,3,Married,17426,3,Y,No,좋다,3,80,1,36,6,3,10
43,No,1~29회,1291,R&D,15,2,사회과학계열,1666,3,Male,65,2,4,연구 관리자,3,Married,17603,1,Y,No,좋다,1,80,1,14,3,3,14
35,Yes,30회 이상,880,영업,12,4,기타,1667,4,Male,36,3,2,영업직,4,Single,4581,3,Y,Yes,좋다,1,80,0,13,2,4,11
38,No,30회 이상,1189,R&D,1,3,사회과학계열,1668,4,Male,90,3,2,연구직,4,Married,4735,7,Y,No,보통,4,80,2,19,4,4,13
29,No,1~29회,991,영업,5,3,자연과학계열,1669,1,Male,43,2,2,영업직,2,Divorced,4187,1,Y,Yes,보통,2,80,1,10,3,2,10
33,No,1~29회,392,영업,2,4,자연과학계열,1670,4,Male,93,3,2,영업직,4,Divorced,5505,1,Y,No,보통,3,80,2,6,5,3,6
32,No,1~29회,977,R&D,2,3,자연과학계열,1671,4,Male,45,3,2,연구직,2,Divorced,5470,0,Y,No,보통,3,80,2,10,4,2,9
31,No,1~29회,1112,영업,5,4,사회과학계열,1673,1,Female,67,3,2,영업직,4,Married,5476,1,Y,No,보통,1,80,2,10,2,3,10
49,No,1~29회,464,R&D,16,3,자연과학계열,1674,4,Female,74,3,1,엔지니어,1,Divorced,2587,4,Y,Yes,보통,2,80,1,17,2,2,2
38,No,30회 이상,148,R&D,2,3,자연과학계열,1675,4,Female,42,2,1,엔지니어,2,Single,2440,1,Y,No,좋다,2,80,0,4,3,3,4
47,No,1~29회,1225,영업,2,4,사회과학계열,1676,2,Female,47,4,4,인사관리자,2,Divorced,15972,6,Y,No,보통,3,80,3,29,2,3,3
49,No,1~29회,809,R&D,1,3,사회과학계열,1677,3,Male,36,3,4,인사관리자,3,Single,15379,4,Y,No,보통,1,80,0,23,2,3,8
41,No,1~29회,1206,영업,23,2,사회과학계열,1678,4,Male,80,3,3,영업직,3,Single,7082,3,Y,Yes,보통,4,80,0,21,2,3,2
20,No,1~29회,727,영업,9,1,사회과학계열,1680,4,Male,54,3,1,영업 담당자,1,Single,2728,1,Y,No,보통,1,80,0,2,3,3,2
33,No,0회,530,영업,16,3,사회과학계열,1681,3,Female,36,3,2,영업직,4,Divorced,5368,1,Y,Yes,좋다,3,80,1,7,2,3,6
36,No,1~29회,1351,R&D,26,4,사회과학계열,1682,1,Male,80,3,2,연구직 관리자,3,Married,5347,6,Y,No,보통,2,80,2,10,2,2,3
44,No,1~29회,528,사무직,1,3,사회과학계열,1683,3,Female,44,3,1,인사사원,4,Divorced,3195,4,Y,Yes,보통,1,80,3,8,2,3,2
23,Yes,1~29회,1320,R&D,8,1,자연과학계열,1684,4,Male,93,2,1,엔지니어,3,Single,3989,1,Y,Yes,보통,1,80,0,5,2,3,5
38,No,1~29회,1495,R&D,4,2,자연과학계열,1687,4,Female,87,3,1,엔지니어,3,Married,3306,7,Y,No,보통,4,80,1,7,5,2,0
53,No,1~29회,1395,R&D,24,4,자연과학계열,1689,2,Male,48,4,3,연구직 관리자,4,Married,7005,3,Y,No,보통,3,80,0,11,2,3,4
48,Yes,30회 이상,708,영업,7,2,자연과학계열,1691,4,Female,95,3,1,영업 담당자,3,Married,2655,2,Y,Yes,보통,3,80,2,19,3,3,9
32,Yes,1~29회,1259,R&D,2,4,사회과학계열,1692,4,Male,95,3,1,엔지니어,2,Single,1393,1,Y,No,보통,1,80,0,1,2,3,1
26,No,0회,786,R&D,7,3,자연과학계열,1693,4,Male,76,3,1,엔지니어,4,Single,2570,1,Y,No,좋다,3,80,0,7,5,3,7
55,No,1~29회,1441,R&D,22,3,공학계열,1694,1,Male,94,2,1,연구직,2,Divorced,3537,5,Y,No,보통,4,80,1,8,1,3,4
34,No,1~29회,1157,R&D,5,2,자연과학계열,1696,2,Male,57,2,2,엔지니어,4,Married,3986,1,Y,No,보통,3,80,1,15,3,4,15
60,No,1~29회,370,R&D,1,4,자연과학계열,1697,3,Male,92,1,3,연구직 관리자,4,Divorced,10883,3,Y,No,좋다,3,80,1,19,2,4,1
33,No,1~29회,267,R&D,21,3,자연과학계열,1698,2,Male,79,4,1,엔지니어,2,Married,2028,1,Y,No,보통,4,80,3,14,6,3,14
37,No,30회 이상,1278,영업,1,4,자연과학계열,1700,3,Male,31,1,2,영업직,4,Divorced,9525,1,Y,No,보통,3,80,2,6,2,2,6
34,No,1~29회,678,R&D,19,3,사회과학계열,1701,2,Female,35,2,1,연구직,4,Married,2929,1,Y,No,보통,2,80,0,10,3,3,10
23,Yes,1~29회,427,영업,7,3,사회과학계열,1702,3,Male,99,3,1,영업 담당자,4,Divorced,2275,1,Y,Yes,좋다,2,80,1,3,2,3,3
44,No,1~29회,921,R&D,2,3,사회과학계열,1703,3,Female,96,4,3,연구직 관리자,4,Married,7879,1,Y,Yes,보통,2,80,1,9,2,3,8
35,No,30회 이상,146,R&D,2,4,자연과학계열,1704,1,Male,79,2,1,연구직,4,Single,4930,0,Y,Yes,보통,3,80,0,6,2,4,5
43,No,1~29회,1179,영업,2,3,자연과학계열,1706,4,Male,73,3,2,영업직,4,Married,7847,1,Y,Yes,보통,1,80,1,10,3,3,10
24,No,1~29회,581,R&D,9,3,자연과학계열,1707,3,Male,62,4,1,연구직,3,Married,4401,1,Y,No,보통,4,80,1,5,1,3,5
41,No,1~29회,918,영업,6,3,상경계열,1708,4,Male,35,3,3,영업직,3,Single,9241,1,Y,No,보통,2,80,0,10,3,3,10
29,No,1~29회,1082,R&D,9,4,자연과학계열,1709,4,Female,43,3,1,엔지니어,3,Married,2974,9,Y,No,보통,3,80,1,9,2,3,5
36,No,1~29회,530,영업,2,4,사회과학계열,1710,3,Female,51,3,2,영업 담당자,4,Single,4502,3,Y,No,보통,3,80,0,17,2,2,13
45,No,0회,1238,R&D,1,1,사회과학계열,1712,3,Male,74,2,3,연구직 관리자,3,Married,10748,3,Y,No,좋다,4,80,1,25,3,2,23
24,Yes,1~29회,240,사무직,22,1,인문학,1714,4,Male,58,1,1,인사사원,3,Married,1555,1,Y,No,보통,3,80,1,1,2,3,1
47,Yes,30회 이상,1093,영업,9,3,사회과학계열,1716,3,Male,82,1,4,영업직,3,Married,12936,7,Y,No,보통,3,80,0,25,3,1,23
26,No,1~29회,390,R&D,17,4,자연과학계열,1718,4,Male,62,1,1,엔지니어,3,Married,2305,1,Y,No,보통,3,80,3,3,3,4,3
45,No,1~29회,1005,R&D,28,2,공학계열,1719,4,Female,48,2,4,연구 관리자,2,Single,16704,1,Y,No,보통,3,80,0,21,2,3,21
32,No,30회 이상,585,R&D,10,3,사회과학계열,1720,1,Male,56,3,1,연구직,3,Married,3433,6,Y,No,보통,1,80,1,10,3,2,5
31,No,1~29회,741,R&D,2,4,사회과학계열,1721,2,Male,69,3,1,엔지니어,3,Married,3477,1,Y,No,보통,4,80,1,6,2,4,5
41,No,0회,552,사무직,4,3,인문학,1722,3,Male,60,1,2,인사사원,2,Married,6430,6,Y,No,보통,2,80,1,10,4,3,3
40,No,1~29회,369,R&D,8,2,사회과학계열,1724,2,Female,92,3,2,제조 책임자,1,Married,6516,2,Y,Yes,보통,2,80,1,18,3,3,1
24,No,1~29회,506,R&D,29,1,자연과학계열,1725,2,Male,91,3,1,엔지니어,1,Divorced,3907,1,Y,No,보통,2,80,3,6,2,4,6
46,No,1~29회,717,R&D,13,4,사회과학계열,1727,3,Male,34,3,2,연구직 관리자,2,Single,5562,6,Y,No,보통,4,80,0,19,3,3,10
35,No,1~29회,1370,R&D,27,4,사회과학계열,1728,4,Male,49,3,2,제조 책임자,3,Married,6883,2,Y,No,보통,2,80,1,17,3,3,7
30,No,1~29회,793,R&D,16,1,사회과학계열,1729,2,Male,33,3,1,연구직,4,Married,2862,1,Y,No,보통,2,80,1,10,2,2,10
47,No,0회,543,영업,2,4,상경계열,1731,3,Male,87,3,2,영업직,2,Married,4978,7,Y,No,보통,4,80,1,4,3,1,1
46,No,1~29회,1277,영업,2,3,사회과학계열,1732,3,Male,74,3,3,영업직,4,Divorced,10368,4,Y,Yes,보통,2,80,1,13,5,2,10
36,Yes,1~29회,1456,영업,13,5,상경계열,1733,2,Male,96,2,2,영업직,1,Divorced,6134,5,Y,Yes,보통,2,80,3,16,3,3,2
32,Yes,1~29회,964,영업,1,2,사회과학계열,1734,1,Male,34,1,2,영업직,2,Single,6735,6,Y,No,보통,2,80,0,10,2,3,0
23,No,1~29회,160,R&D,4,1,자연과학계열,1735,3,Female,51,3,1,엔지니어,2,Single,3295,1,Y,No,보통,3,80,0,3,3,1,3
31,No,30회 이상,163,R&D,24,1,공학계열,1736,4,Female,30,3,2,제조 책임자,4,Single,5238,2,Y,No,좋다,4,80,0,9,3,2,5
39,No,0회,792,R&D,1,3,사회과학계열,1737,4,Male,77,3,2,엔지니어,4,Married,6472,1,Y,Yes,보통,4,80,1,9,2,3,9
32,No,1~29회,371,영업,19,3,사회과학계열,1739,4,Male,80,1,3,영업직,3,Married,9610,3,Y,No,보통,3,80,1,10,2,1,4
40,No,1~29회,611,영업,7,4,자연과학계열,1740,2,Male,88,3,5,인사관리자,2,Single,19833,1,Y,No,보통,2,80,0,21,3,2,21
45,No,1~29회,176,사무직,4,3,사회과학계열,1744,3,Female,56,1,3,인사사원,3,Married,9756,4,Y,No,좋다,3,80,2,9,2,4,5
30,No,30회 이상,1312,R&D,2,4,공학계열,1745,4,Female,78,2,1,연구직,1,Single,4968,0,Y,No,보통,4,80,0,10,2,3,9
24,No,30회 이상,897,사무직,10,3,자연과학계열,1746,1,Male,59,3,1,인사사원,4,Married,2145,0,Y,No,보통,4,80,1,3,2,3,2
30,Yes,30회 이상,600,사무직,8,3,인문학,1747,3,Female,66,2,1,인사사원,4,Divorced,2180,6,Y,No,보통,3,80,1,6,0,2,4
31,No,1~29회,1003,영업,5,3,공학계열,1749,1,Male,51,3,2,영업직,3,Married,8346,1,Y,No,보통,3,80,1,6,3,3,5
27,No,1~29회,1054,R&D,8,3,자연과학계열,1751,3,Female,67,3,1,연구직,4,Single,3445,1,Y,No,보통,3,80,0,6,5,2,6
29,Yes,1~29회,428,영업,9,3,상경계열,1752,2,Female,52,1,1,영업 담당자,2,Single,2760,1,Y,No,보통,3,80,0,2,3,3,2
29,No,30회 이상,461,R&D,1,3,사회과학계열,1753,4,Male,70,4,2,연구직 관리자,3,Single,6294,8,Y,Yes,보통,4,80,0,10,5,4,3
30,No,1~29회,979,영업,15,2,상경계열,1754,3,Male,94,2,3,영업직,1,Divorced,7140,2,Y,No,보통,1,80,1,12,2,3,7
34,No,1~29회,181,R&D,2,4,자연과학계열,1755,4,Male,97,4,1,연구직,4,Married,2932,0,Y,Yes,보통,1,80,3,6,3,3,5
33,No,0회,1283,영업,2,3,상경계열,1756,4,Female,62,3,2,영업직,2,Single,5147,8,Y,No,보통,4,80,0,13,2,2,11
49,No,1~29회,1313,영업,11,4,상경계열,1757,4,Female,80,3,2,영업직,4,Single,4507,3,Y,No,보통,3,80,0,8,1,4,5
33,Yes,1~29회,211,영업,16,3,사회과학계열,1758,1,Female,74,3,3,영업직,1,Single,8564,2,Y,Yes,좋다,3,80,0,11,2,2,0
38,No,30회 이상,594,R&D,2,2,자연과학계열,1760,3,Female,75,2,1,엔지니어,2,Married,2468,4,Y,No,보통,2,80,1,9,4,2,6
31,Yes,1~29회,1079,영업,16,4,상경계열,1761,1,Male,70,3,3,영업직,3,Married,8161,2,Y,No,보통,1,80,3,10,2,3,1
29,No,1~29회,590,R&D,4,3,공학계열,1762,4,Female,91,2,1,연구직,1,Divorced,2109,1,Y,No,보통,3,80,1,1,2,3,1
30,No,1~29회,305,R&D,16,3,사회과학계열,1763,3,Male,58,4,2,연구직 관리자,3,Married,5294,3,Y,No,보통,3,80,1,10,3,3,7
32,No,0회,953,R&D,5,4,공학계열,1764,2,Male,65,3,1,연구직,2,Single,2718,2,Y,No,보통,2,80,0,12,3,3,7
38,No,1~29회,833,R&D,18,3,자연과학계열,1766,2,Male,60,1,2,연구직 관리자,4,Married,5811,3,Y,Yes,보통,3,80,1,15,2,3,1
43,Yes,30회 이상,807,R&D,17,3,공학계열,1767,3,Male,38,2,1,연구직,3,Married,2437,9,Y,Yes,보통,4,80,1,6,4,3,1
42,No,1~29회,855,R&D,12,3,자연과학계열,1768,2,Male,57,3,1,엔지니어,2,Divorced,2766,8,Y,No,좋다,2,80,3,7,6,2,5
55,No,1~29회,478,R&D,2,3,자연과학계열,1770,3,Male,60,2,5,연구 관리자,1,Married,19038,8,Y,No,보통,2,80,3,34,2,3,1
33,No,0회,775,R&D,4,3,공학계열,1771,4,Male,90,3,2,연구직,2,Divorced,3055,5,Y,No,보통,4,80,2,11,2,2,9
41,No,1~29회,548,R&D,9,4,사회과학계열,1772,3,Male,94,3,1,엔지니어,1,Divorced,2289,1,Y,No,좋다,2,80,2,5,2,3,5
34,No,0회,1375,영업,10,3,사회과학계열,1774,4,Male,87,3,2,영업직,3,Divorced,4001,1,Y,Yes,보통,3,80,1,15,3,3,15
53,No,0회,661,R&D,1,4,자연과학계열,1775,1,Female,60,2,4,제조 책임자,3,Married,12965,4,Y,Yes,좋다,4,80,3,27,2,2,3
43,No,1~29회,244,사무직,2,3,사회과학계열,1778,2,Male,97,3,1,인사사원,4,Single,3539,0,Y,No,보통,2,80,0,10,5,3,9
34,No,1~29회,511,영업,3,2,사회과학계열,1779,4,Female,32,1,2,영업직,4,Single,6029,5,Y,No,보통,1,80,0,6,3,3,2
21,Yes,1~29회,337,영업,7,1,상경계열,1780,2,Male,31,3,1,영업 담당자,2,Single,2679,1,Y,No,보통,2,80,0,1,3,3,1
38,No,1~29회,1153,R&D,6,2,기타,1782,4,Female,40,2,1,엔지니어,3,Married,3702,1,Y,No,보통,2,80,1,5,3,3,5
22,Yes,1~29회,1294,R&D,8,1,자연과학계열,1783,3,Female,79,3,1,엔지니어,1,Married,2398,1,Y,Yes,보통,3,80,0,1,6,3,1
31,No,1~29회,196,영업,29,4,상경계열,1784,1,Female,91,2,2,영업직,4,Married,5468,1,Y,No,보통,1,80,2,13,3,3,12
51,No,1~29회,942,R&D,3,3,공학계열,1786,1,Female,53,3,3,인사관리자,3,Married,13116,2,Y,No,보통,4,80,0,15,2,3,2
37,No,1~29회,589,영업,9,2,상경계열,1787,2,Male,46,2,2,영업직,2,Married,4189,1,Y,No,보통,1,80,2,5,2,3,5
46,No,1~29회,734,R&D,2,4,자연과학계열,1789,3,Male,46,3,5,연구 관리자,4,Divorced,19328,7,Y,Yes,보통,3,80,1,24,3,3,2
36,No,1~29회,1383,R&D,10,3,사회과학계열,1790,4,Male,90,3,3,연구직 관리자,1,Married,8321,7,Y,Yes,보통,4,80,1,15,1,3,12
44,Yes,30회 이상,429,R&D,1,2,자연과학계열,1792,3,Male,99,3,1,연구직,2,Divorced,2342,1,Y,Yes,보통,3,80,3,6,2,2,5
37,No,1~29회,1239,사무직,8,2,기타,1794,3,Male,89,3,2,인사사원,2,Divorced,4071,2,Y,No,보통,3,80,0,19,4,2,10
35,Yes,1~29회,303,영업,27,3,사회과학계열,1797,3,Male,84,3,2,영업직,4,Single,5813,1,Y,Yes,보통,4,80,0,10,2,3,10
33,No,1~29회,867,R&D,8,4,사회과학계열,1798,4,Male,90,4,1,연구직,1,Married,3143,6,Y,No,보통,2,80,1,14,1,3,10
